,C ID,C B1,C B2,C B3,C B4,C B5,C B6,C B7,C B8,F ID,F B1,F B2,F B3,F B4,F B5,F B6,F B7,F B8
0,418321152,208,7,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
1,418321152,15,16,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
2,418321152,70,16,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
3,418321152,125,16,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
4,418321152,180,16,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
5,418321152,234,16,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
6,418321152,34,9,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
7,418321152,77,9,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
8,418321152,129,9,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
9,418321152,176,9,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
10,418321152,220,9,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
11,418321152,13,10,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
12,418321152,62,10,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
13,418321152,106,10,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
14,418321152,144,10,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
15,418321152,189,10,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
16,418321152,235,10,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
17,418321152,22,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
18,418321152,63,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
19,418321152,101,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
20,418321152,142,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
21,418321152,176,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
22,418321152,208,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
23,418321152,239,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
24,418321152,12,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
25,418321152,36,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
26,418321152,58,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
27,418321152,80,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
28,418321152,99,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
29,418321152,118,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
30,418321152,133,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
31,418321152,147,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
32,418321152,157,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
33,418321152,165,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
34,418321152,171,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
35,418321152,175,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
36,418321152,177,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
37,418321152,177,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
38,418321152,175,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
39,418321152,170,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
40,418321152,162,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
41,418321152,153,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
42,418321152,140,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
43,418321152,0,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
44,418321152,112,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
45,418321152,93,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
46,418321152,71,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
47,418321152,48,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
48,418321152,26,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
49,418321152,254,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
50,418321152,225,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
51,418321152,191,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
52,418321152,157,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
53,418321152,121,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
54,418321152,90,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
55,418321152,53,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
56,418321152,18,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
57,418321152,236,10,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
58,418321152,193,10,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
59,418321152,146,10,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
60,418321152,100,10,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
61,418321152,49,10,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
62,418321152,4,10,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
63,418321152,208,9,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
64,418321152,165,9,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
65,418321152,113,9,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
66,418321152,71,9,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
67,418321152,17,9,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
68,418321152,227,16,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
69,418321152,174,16,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
70,418321152,118,16,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
71,418321152,63,16,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
72,418321152,10,16,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
73,418321152,211,7,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
74,418321152,156,7,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
75,418321152,103,7,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
76,418321152,57,7,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
77,418321152,4,7,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
78,418321152,203,6,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
79,418321152,153,6,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
80,418321152,100,6,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
81,418321152,46,6,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
82,418321152,251,5,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
83,418321152,204,5,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
84,418321152,154,5,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
85,418321152,105,5,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
86,418321152,59,5,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
87,418321152,19,5,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
88,418321152,229,8,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
89,418321152,186,8,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
90,418321152,144,8,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
91,418321152,103,8,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
92,418321152,70,8,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
93,418321152,33,8,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
94,418321152,253,3,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
95,418321152,219,3,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
96,418321152,188,3,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
97,418321152,161,3,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
98,418321152,133,3,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
99,418321152,107,3,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
100,418321152,87,3,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
101,418321152,66,3,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
102,418321152,47,3,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
103,418321152,31,3,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
104,418321152,19,3,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
105,418321152,7,3,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
106,418321152,253,4,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
107,418321152,246,4,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
108,418321152,241,4,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
109,418321152,238,4,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
110,418321152,238,4,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
111,418321152,240,4,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
112,418321152,244,4,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
113,418321152,251,4,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
114,418321152,3,3,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
115,418321152,14,3,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
116,418321152,28,3,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
117,418321152,42,3,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
118,418321152,60,3,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
119,418321152,79,3,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
120,418321152,102,3,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
121,418321152,123,3,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
122,418321152,150,3,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
123,418321152,177,3,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
124,418321152,209,3,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
125,418321152,238,3,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
126,418321152,17,8,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
127,418321152,47,8,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
128,418321152,85,8,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
129,418321152,120,8,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
130,418321152,157,8,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
131,418321152,199,8,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
132,418321152,234,8,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
133,418321152,25,5,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
134,418321152,72,5,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
135,418321152,114,5,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
136,418321152,159,5,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
137,418321152,202,5,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
138,418321152,245,5,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
139,418321152,31,6,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
140,418321152,81,6,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
141,418321152,125,6,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
142,418321152,171,6,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
143,418321152,231,6,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
144,418321152,20,7,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
145,418321152,76,7,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
146,418321152,130,7,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
147,418321152,185,7,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
148,418321152,240,7,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
149,418321152,40,16,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
150,418321152,87,16,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
151,418321152,134,16,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
152,418321152,180,16,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
153,418321152,234,16,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
154,418321152,28,9,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
155,418321152,82,9,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
156,418321152,135,9,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
157,418321152,186,9,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
158,418321152,230,9,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
159,418321152,18,10,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
160,418321152,66,10,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
161,418321152,108,10,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
162,418321152,146,10,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
163,418321152,191,10,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
164,418321152,232,10,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
165,418321152,18,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
166,418321152,57,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
167,418321152,89,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
168,418321152,126,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
169,418321152,157,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
170,418321152,190,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
171,418321152,222,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
172,418321152,250,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
173,418321152,20,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
174,418321152,46,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
175,418321152,70,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
176,418321152,89,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
177,418321152,108,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
178,418321152,125,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
179,418321152,140,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
180,418321152,152,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
181,418321152,162,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
182,418321152,170,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
183,418321152,175,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
184,418321152,177,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
185,418321152,177,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
186,418321152,175,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
187,418321152,171,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
188,418321152,164,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
189,418321152,154,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
190,418321152,143,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
191,418321152,130,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
192,418321152,114,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
193,418321152,95,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
194,418321152,74,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
195,418321152,50,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
196,418321152,27,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
197,418321152,0,12,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
198,418321152,226,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
199,418321152,198,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
200,418321152,171,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
201,418321152,135,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
202,418321152,98,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
203,418321152,66,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
204,418321152,25,11,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
205,418321152,243,10,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
206,418321152,206,10,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
207,418321152,162,10,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
208,418321152,115,10,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
209,418321152,68,10,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
210,418321152,17,10,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
211,418321152,223,9,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
212,418321152,181,9,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
213,418321152,129,9,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
214,418321152,76,9,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
215,418321152,21,9,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
216,418321152,224,16,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
217,418321152,169,16,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
218,418321152,114,16,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
219,418321152,58,16,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
220,418321152,10,16,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
221,418321152,209,7,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
222,418321152,154,7,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
223,418321152,108,7,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
224,418321152,56,7,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
225,418321152,9,7,25,21,0,0,0,0,[],0,0,0,0,0,0,0,0
