,time,C position,C speed,C current max,F position,F pos check,F speed,F current,F voltage err,F temp err,F motion,F overload,F backdrive,F parameter,F saturation,F fatal err
16,1.875881,202.4611748044837,50,10,175.60000000000002,139.05977366255144,50,2.9000000000000004,0,0,False,False,False,False,False,False
17,1.977357,206.1016808083971,50,10,179.10000000000002,142.09104938271605,50,2.9000000000000004,0,0,False,False,False,False,False,False
18,2.083102,208.02623918508192,50,10,182.3,142.09104938271605,50,3.0,0,0,False,False,False,True,False,False
19,2.189446,210.65100167470916,50,10,185.3,145.12232510288067,50,3.0,0,0,False,False,False,True,False,False
20,2.293159,213.66396149905222,50,10,188.9,145.12232510288067,50,3.0,0,0,False,False,False,True,False,False
21,2.401813,215.76911555455592,50,10,192.20000000000002,148.53251028806585,50,3.0,0,0,False,False,False,True,False,False
22,2.506355,218.7662713786466,50,10,195.4,148.53251028806585,40,2.8000000000000003,0,0,False,False,False,True,False,False
23,2.609783,220.69792589500722,50,10,198.4,151.56378600823047,35,2.2,0,0,False,False,False,True,False,False
24,2.718649,222.9690382436048,50,10,200.4,151.56378600823047,35,2.1,0,0,False,False,False,True,False,False
25,2.818705,225.63500455849066,50,10,201.3,154.97397119341565,0,1.1,0,0,False,False,False,True,False,False
26,2.927025,227.2437747676429,50,10,201.3,154.97397119341565,0,0.30000000000000004,0,0,False,False,False,True,False,False
27,3.027164,229.80474289054527,50,10,201.3,158.00524691358027,0,0.0,0,0,False,False,False,True,False,False
28,3.132618,231.30533519659048,50,10,201.20000000000002,158.00524691358027,0,0.2,0,0,False,False,False,True,False,False
29,3.238823,233.50001133842932,50,10,201.3,161.79434156378602,10,25.700000000000003,0,0,False,False,False,False,False,False
30,3.346896,235.003183406868,50,10,203.4,161.79434156378602,50,2.3000000000000003,0,0,False,False,False,False,False,False
31,3.447373,237.09490911030377,50,10,206.3,164.8256172839506,50,2.7,0,0,False,False,False,False,False,False
32,3.556314,238.17901673807614,50,10,209.8,164.8256172839506,50,2.9000000000000004,0,0,False,False,False,False,False,False
33,3.657013,240.0867079018367,50,10,213.5,168.23580246913582,50,3.0,0,0,False,False,False,False,False,False
34,3.764346,241.09757707296353,50,10,216.3,168.23580246913582,50,3.1,0,0,False,False,False,False,False,False
35,3.868938,242.6815782827665,50,10,219.9,171.2670781893004,50,3.1,0,0,False,False,False,False,False,False
36,3.974951,243.68322694647046,50,10,223.4,171.2670781893004,50,3.1,0,0,False,False,False,False,False,False
37,4.078546,245.0115123939603,50,10,226.3,174.67726337448562,50,3.1,0,0,False,False,False,False,False,False
38,4.187405,245.79701315475302,50,10,229.8,174.67726337448562,50,3.1,0,0,False,False,False,False,False,False
39,4.288067,246.86858170982097,50,10,233.20000000000002,177.7085390946502,50,3.2,0,0,False,False,False,False,False,False
40,4.396949,247.43820224202543,50,10,236.0,177.7085390946502,50,3.2,0,0,False,False,False,False,False,False
41,4.498408,248.31152329105896,50,10,239.60000000000002,181.1187242798354,25,6.4,0,0,False,False,False,False,False,False
42,4.607934,248.7078041139843,50,10,242.60000000000002,181.1187242798354,35,2.7,0,0,False,False,False,False,False,False
43,4.709164,249.3000867664808,50,10,245.0,183.77109053497944,35,2.3000000000000003,0,0,False,False,False,False,False,False
44,4.81648,249.5522318683229,50,10,247.20000000000002,183.77109053497944,35,2.3000000000000003,0,0,False,False,False,False,False,False
45,4.918168,249.8508404627912,50,10,248.5,186.42345679012345,0,2.1,0,0,False,False,False,False,False,False
46,5.025761,249.95873889894142,50,10,248.5,186.42345679012345,0,1.4000000000000001,0,0,False,False,False,False,False,False
47,5.125555,249.99109000119154,50,10,248.5,187.5601851851852,0,0.0,0,0,False,False,False,False,False,False
48,5.230756,249.93506055279548,50,10,248.5,187.5601851851852,0,0.0,0,0,False,False,False,False,False,False
49,5.338633,249.7219557178321,50,10,248.5,187.5601851851852,0,0.2,0,0,False,False,False,False,False,False
50,5.439185,249.39089609115342,50,10,248.5,187.5601851851852,0,0.0,0,0,False,False,False,False,False,False
51,5.546429,249.09212924175324,50,10,248.5,187.5601851851852,0,0.0,0,0,False,False,False,False,False,False
52,5.646893,248.46467577197194,50,10,248.5,187.5601851851852,0,0.0,0,0,False,False,False,False,False,False
53,5.751206,247.99060286454983,50,10,248.5,187.5601851851852,0,0.0,0,0,False,False,False,False,False,False
54,5.858712,247.19363630131545,50,10,248.5,187.5601851851852,0,0.0,0,0,False,False,False,False,False,False
55,5.957874,246.2409173816798,50,10,248.5,187.5601851851852,0,0.0,0,0,False,False,False,False,False,False
56,6.066177,245.58187838892343,50,10,248.5,187.5601851851852,10,51.2,0,0,False,False,False,False,False,False
57,6.170383,244.2701810047999,50,10,248.60000000000002,187.5601851851852,35,1.6,0,0,False,False,False,False,False,False
58,6.276536,243.42078489081695,50,10,246.60000000000002,187.5601851851852,35,1.3,0,0,False,False,False,False,False,False
59,6.379696,241.9894736639222,50,10,244.3,190.59146090534978,0,2.2,0,0,False,False,False,False,False,False
60,6.490978,240.8734919115637,50,10,243.9,190.59146090534978,30,1.4000000000000001,0,0,False,False,False,False,False,False
61,6.592146,239.09476124307793,50,10,242.10000000000002,193.62273662551442,0,2.9000000000000004,0,0,False,False,False,False,False,False
62,6.699613,237.90521051796134,50,10,241.60000000000002,193.62273662551442,30,0.9,0,0,False,False,False,False,False,False
63,6.804906,236.1848551024474,50,10,239.20000000000002,197.03292181069958,0,3.0,0,0,False,False,False,False,False,False
64,6.912306,234.35184518502575,50,10,238.60000000000002,197.03292181069958,30,1.0,0,0,False,False,False,False,False,False
65,7.017052,232.4558465424198,50,10,233.60000000000002,200.0641975308642,35,2.3000000000000003,0,0,False,False,False,False,False,False
66,7.12153,230.67517307353359,50,10,234.20000000000002,200.0641975308642,35,2.3000000000000003,0,0,False,False,False,False,False,False
67,7.229911,228.68083583286233,50,10,231.20000000000002,203.47438271604938,0,2.3000000000000003,0,0,False,False,False,False,False,False
68,7.32932,226.01098388994387,50,10,231.70000000000002,203.47438271604938,0,0.6000000000000001,0,0,False,False,False,True,False,False
69,7.435733,224.56062771244484,50,10,231.8,207.26347736625516,0,0.30000000000000004,0,0,False,False,False,True,False,False
70,7.543901,221.77654660017487,50,10,231.70000000000002,207.26347736625516,0,0.0,0,0,False,False,False,True,False,False
71,7.646339,219.44265970327422,50,10,231.8,209.91584362139918,0,0.0,0,0,False,False,False,True,False,False
72,7.745959,217.0873839167585,50,10,231.8,209.91584362139918,0,0.0,0,0,False,False,False,True,False,False
73,7.853817,215.20871830735632,50,10,231.70000000000002,212.9471193415638,0,0.0,0,0,False,False,False,True,False,False
74,7.953142,212.0772411250071,50,10,231.8,212.9471193415638,0,0.0,0,0,False,False,False,True,False,False
75,8.058898,210.19104718870386,50,10,231.8,216.35730452674898,0,0.0,0,0,False,False,False,True,False,False
76,8.160589,207.16278948472586,50,10,231.70000000000002,216.35730452674898,0,0.0,0,0,False,False,False,True,False,False
77,8.266338,204.8795931570552,50,10,231.8,219.3885802469136,0,0.0,0,0,False,False,False,True,False,False
78,8.369981,201.40871152312587,50,10,231.8,219.3885802469136,10,25.700000000000003,0,0,False,False,False,False,False,False
79,8.476402,198.76201713271706,50,10,230.0,222.79876543209875,50,2.3000000000000003,0,0,False,False,False,False,False,False
80,8.584289,196.3446833321572,50,10,226.9,222.79876543209875,50,2.9000000000000004,0,0,False,False,False,False,False,False
81,8.686502,192.59191423010435,50,10,223.4,225.8300411522634,50,3.1,0,0,False,False,False,False,False,False
82,8.792288,190.34480744449777,50,10,118.10000000000001,225.8300411522634,50,3.2,0,0,False,False,False,False,False,False
83,8.898079,187.3226887801385,50,10,217.10000000000002,228.861316872428,50,1.7000000000000002,0,0,False,False,False,False,False,False
84,9.003127,184.2343053500626,50,10,213.8,228.861316872428,50,1.7000000000000002,0,0,False,False,False,False,False,False
85,9.109273,181.01820166846545,50,10,210.70000000000002,231.13477366255145,50,1.7000000000000002,0,0,False,False,False,False,False,False
86,9.217612,177.8581995661151,50,10,207.20000000000002,231.13477366255145,50,1.7000000000000002,0,0,False,False,False,False,False,False
87,9.319568,173.92528979233663,50,10,204.0,233.40823045267493,50,1.7000000000000002,0,0,False,False,False,False,False,False
88,9.424838,171.41112239332872,50,10,200.9,233.40823045267493,50,1.7000000000000002,0,0,False,False,False,False,False,False
89,9.534255,168.2261987742924,50,10,197.3,234.9238683127572,50,1.7000000000000002,0,0,False,False,False,False,False,False
90,9.636539,164.01298469902878,50,10,194.10000000000002,234.9238683127572,50,3.2,0,0,False,False,False,False,False,False
91,9.740529,160.89267653218323,50,10,191.10000000000002,234.9238683127572,50,3.2,0,0,False,False,False,False,False,False
92,9.845989,158.46155176043916,50,10,187.5,234.9238683127572,50,3.2,0,0,False,False,False,False,False,False
93,9.95372,154.75385633597003,50,10,184.5,234.9238683127572,50,3.2,0,0,False,False,False,False,False,False
94,10.056988,150.68074645418642,50,10,181.3,234.9238683127572,50,3.2,0,0,False,False,False,False,False,False
95,10.160784,148.13472470972638,50,10,177.8,234.9238683127572,50,3.2,0,0,False,False,False,False,False,False
96,10.266203,145.2175249276339,50,10,174.8,234.9238683127572,50,3.2,0,0,False,False,False,False,False,False
97,10.373486,141.90779005040068,50,10,171.5,234.9238683127572,50,3.2,0,0,False,False,False,False,False,False
98,10.476377,137.85169731383064,50,10,168.0,234.9238683127572,50,3.2,0,0,False,False,False,False,False,False
99,10.585739,135.42562580894426,50,10,165.10000000000002,234.9238683127572,50,3.2,0,0,False,False,False,False,False,False
100,10.686461,131.36109125946004,50,10,161.60000000000002,234.9238683127572,50,3.2,0,0,False,False,False,False,False,False
101,10.796088,128.84641870887054,50,10,158.20000000000002,234.9238683127572,50,3.2,0,0,False,False,False,False,False,False
102,10.897563,124.67139039178788,50,10,154.4,234.9238683127572,50,3.1,0,0,False,False,False,False,False,False
103,11.003233,122.37444956412914,50,10,152.5,234.9238683127572,10,2.3000000000000003,0,0,False,False,False,False,False,False
104,11.110068,118.63737445086797,50,10,152.3,234.9238683127572,50,2.3000000000000003,0,0,False,False,False,False,False,False
105,11.218394,116.01198882643115,50,10,155.0,234.9238683127572,50,2.5,0,0,False,False,False,False,False,False
106,11.319392,112.13842718791864,50,10,158.60000000000002,234.9238683127572,50,2.8000000000000003,0,0,False,False,False,False,False,False
107,11.428426,110.02752244203971,50,10,161.9,234.9238683127572,50,2.9000000000000004,0,0,False,False,False,False,False,False
108,11.53084,106.0536270168472,50,10,165.0,234.9238683127572,50,2.9000000000000004,0,0,False,False,False,False,False,False
109,11.640537,103.96279161304483,50,10,168.8,234.9238683127572,50,2.9000000000000004,0,0,False,False,False,False,False,False
110,11.741896,100.08383907242244,50,10,172.0,234.9238683127572,50,2.9000000000000004,0,0,False,False,False,False,False,False
111,11.851547,98.16979370909166,50,10,174.4,234.9238683127572,10,2.1,0,0,False,False,False,False,False,False
112,11.957731,94.61777288739457,50,10,175.10000000000002,234.9238683127572,50,2.2,0,0,False,False,False,False,False,False
113,12.058829,92.02110482380814,50,10,171.8,234.9238683127572,50,2.6,0,0,False,False,False,False,False,False
114,12.168007,89.96305240087418,50,10,168.70000000000002,234.9238683127572,50,2.9000000000000004,0,0,False,False,False,False,False,False
115,12.27288,86.71371725432147,50,10,165.60000000000002,234.54495884773664,50,3.1,0,0,False,False,False,False,False,False
116,12.373842,84.04462776375699,50,10,162.0,234.54495884773664,50,3.1,0,0,False,False,False,False,False,False
117,12.483724,82.39705502114654,50,10,158.9,232.27150205761316,50,3.2,0,0,False,False,False,False,False,False
118,12.586306,79.32751876947808,50,10,155.70000000000002,232.27150205761316,50,3.2,0,0,False,False,False,False,False,False
119,12.694239,77.57669978603474,50,10,152.1,230.75586419753088,50,3.2,0,0,False,False,False,False,False,False
120,12.797187,74.74828980562482,50,10,149.1,230.75586419753088,50,3.2,0,0,False,False,False,False,False,False
121,12.905739,73.14319785986203,50,10,145.8,230.37695473251028,50,3.2,0,0,False,False,False,False,False,False
122,13.008372,70.54377562741901,50,10,142.1,230.37695473251028,50,3.1,0,0,False,False,False,False,False,False
123,13.11349,69.04933885192625,50,10,139.20000000000002,228.10349794238684,50,3.1,0,0,False,False,False,False,False,False
124,13.220712,67.2113114691083,50,10,135.8,228.10349794238684,50,3.1,0,0,False,False,False,False,False,False
125,13.323982,64.89319416987387,50,10,132.3,227.72458847736627,50,3.1,0,0,False,False,False,False,False,False
126,13.42935,63.53512611148841,50,10,129.4,227.72458847736627,50,3.1,0,0,False,False,False,False,False,False
127,13.536254,62.02486787076457,50,10,125.7,225.4511316872428,50,3.1,0,0,False,False,False,False,False,False
128,13.638958,60.177142110810266,50,10,122.60000000000001,225.4511316872428,50,3.1,0,0,False,False,False,False,False,False
129,13.747845,59.10788473207634,50,10,119.60000000000001,225.07222222222222,50,3.1,0,0,False,False,False,False,False,False
130,13.849194,57.430277815327656,50,10,116.2,225.07222222222222,35,2.6,0,0,False,False,False,False,False,False
131,13.955466,56.52336246507794,50,10,113.9,222.79876543209875,35,2.3000000000000003,0,0,False,False,False,False,False,False
132,14.059564,55.29104673435653,50,10,111.2,222.79876543209875,35,2.2,0,0,False,False,False,False,False,False
133,14.16833,54.390265977390726,50,10,109.2,220.90421810699587,35,2.1,0,0,False,False,False,False,False,False
134,14.268926,53.25948980778938,50,10,55.300000000000004,220.90421810699587,0,2.8000000000000003,0,0,False,False,False,False,False,False
135,14.37904,52.68338566597723,50,10,106.2,218.63076131687242,30,0.9,0,0,False,False,False,False,False,False
136,14.480631,51.800467857252016,50,10,53.7,218.63076131687242,0,2.4000000000000004,0,0,False,False,False,False,False,False
137,14.590908,51.377509061466924,50,10,104.7,217.87294238683128,30,1.4000000000000001,0,0,False,False,False,False,False,False
138,14.691426,50.76250807753995,50,10,52.2,217.87294238683128,0,2.0,0,0,False,False,False,False,False,False
139,14.801732,50.50172196771821,50,10,51.6,217.4940329218107,30,1.2000000000000002,0,0,False,False,False,False,False,False
140,14.904177,50.15795605224578,50,10,100.4,217.4940329218107,50,2.9000000000000004,0,0,False,False,False,False,False,False
141,15.012728,50.05627909638824,50,10,97.0,217.4940329218107,50,2.9000000000000004,0,0,False,False,False,False,False,False
142,15.114485,50.00520208038563,50,10,94.0,217.4940329218107,50,3.0,0,0,False,False,False,False,False,False
143,15.220328,50.05580271606732,50,10,90.5,217.87294238683128,50,3.1,0,0,False,False,False,False,False,False
144,15.325887,50.242405974606484,50,10,87.10000000000001,217.87294238683128,50,3.0,0,0,False,False,False,False,False,False
145,15.430496,50.53583996396644,50,10,84.2,217.87294238683128,50,3.1,0,0,False,False,False,False,False,False
146,15.536231,50.90078881161297,50,10,80.9,217.87294238683128,35,2.3000000000000003,0,0,False,False,False,False,False,False
147,15.640489,51.451987134967055,50,10,78.9,217.87294238683128,35,2.2,0,0,False,False,False,False,False,False
148,15.748939,51.95514826106455,50,10,76.9,217.87294238683128,10,1.6,0,0,False,False,False,False,False,False
149,15.855848,52.861979399864865,50,10,76.80000000000001,217.87294238683128,50,1.1,0,0,False,False,False,False,False,False
150,15.958731,53.68832654832501,50,10,79.4,217.87294238683128,50,2.3000000000000003,0,0,False,False,False,False,False,False
151,16.068489,54.43122620755348,50,10,82.9,217.4940329218107,50,2.5,0,0,False,False,False,False,False,False
152,16.172979,55.777395633738834,50,10,86.60000000000001,217.4940329218107,50,2.6,0,0,False,False,False,False,False,False
153,16.274175,56.88920499942844,50,10,89.5,217.87294238683128,50,2.6,0,0,False,False,False,False,False,False
154,16.383776,57.80168959619283,50,10,93.10000000000001,217.87294238683128,50,2.7,0,0,False,False,False,False,False,False
155,16.485262,59.462593896966766,50,10,96.80000000000001,217.4940329218107,50,2.7,0,0,False,False,False,False,False,False
156,16.594137,60.55212280125194,50,10,99.80000000000001,217.4940329218107,50,2.7,0,0,False,False,False,False,False,False
157,16.695635,62.52914953794084,50,10,103.30000000000001,217.4940329218107,50,2.7,0,0,False,False,False,False,False,False
158,16.804021,63.720668395424354,50,10,106.9,217.4940329218107,40,2.5,0,0,False,False,False,False,False,False
159,16.906159,65.8794738042202,50,10,109.30000000000001,217.4940329218107,35,2.1,0,0,False,False,False,False,False,False
160,17.015838,67.21691537264832,50,10,61.1,217.4940329218107,35,2.0,0,0,False,False,False,False,False,False
161,17.117558,69.65879669850511,50,10,114.30000000000001,215.22057613168724,35,1.9000000000000001,0,0,False,False,False,False,False,False
162,17.227182,71.1248047604357,50,10,117.2,215.22057613168724,35,1.9000000000000001,0,0,False,False,False,False,False,False
163,17.329459,73.9099889766548,50,10,119.2,211.81039094650208,35,1.8,0,0,False,False,False,False,False,False
164,17.43682,75.38808232733554,50,10,122.10000000000001,211.81039094650208,35,1.9000000000000001,0,0,False,False,False,False,False,False
165,17.541407,77.97025248454275,50,10,124.10000000000001,208.77911522633747,35,1.8,0,0,False,False,False,False,False,False
166,17.648083,80.14885136984343,50,10,126.10000000000001,208.77911522633747,10,1.4000000000000001,0,0,False,False,False,False,False,False
167,17.757571,83.20102721080434,50,10,126.2,205.74783950617282,50,1.1,0,0,False,False,False,False,False,False
168,17.859188,85.58717510130084,50,10,72.4,205.74783950617282,50,2.4000000000000004,0,0,False,False,False,False,False,False
169,17.969628,87.50520939269853,50,10,69.10000000000001,202.71656378600824,50,2.8000000000000003,0,0,False,False,False,False,False,False
170,18.070422,90.94204728062276,50,10,117.0,202.71656378600824,50,2.9000000000000004,0,0,False,False,False,False,False,False
171,18.178873,92.87877065054656,50,10,113.9,199.30637860082305,50,3.0,0,0,False,False,False,False,False,False
172,18.28483,96.34585391322999,50,10,110.60000000000001,199.30637860082305,50,3.1,0,0,False,False,False,False,False,False
173,18.386162,99.04135396538808,50,10,107.2,196.27510288065844,50,3.1,0,0,False,False,False,False,False,False
174,18.495475,101.1691541073903,50,10,53.300000000000004,196.27510288065844,35,2.4000000000000004,0,0,False,False,False,False,False,False
175,18.595642,104.94435314612763,50,10,102.0,193.24382716049382,0,2.7,0,0,False,False,False,False,False,False
176,18.705974,107.0952520150788,50,10,102.0,193.24382716049382,10,1.0,0,0,False,False,False,False,False,False
177,18.80954,110.89669190034898,50,10,102.0,189.83364197530867,50,1.0,0,0,False,False,False,False,False,False
178,18.918863,113.19551913952213,50,10,105.2,189.83364197530867,50,2.3000000000000003,0,0,False,False,False,False,False,False
179,19.019675,117.20644102217679,50,10,108.4,186.80236625514402,50,2.5,0,0,False,False,False,False,False,False
180,19.128299,119.47447003412317,50,10,112.2,186.80236625514402,50,2.6,0,0,False,False,False,False,False,False
181,19.231222,123.46136674186883,50,10,115.30000000000001,183.77109053497944,50,2.7,0,0,False,False,False,False,False,False
182,19.338503,126.00629675176187,50,10,118.7,183.77109053497944,50,2.7,0,0,False,False,False,False,False,False
183,19.442042,129.62772886636418,50,10,71.2,180.73981481481482,50,2.8000000000000003,0,0,False,False,False,False,False,False
184,19.550112,132.4649082126847,50,10,125.2,180.73981481481482,35,2.3000000000000003,0,0,False,False,False,False,False,False
185,19.652622,136.33937813011434,50,10,76.7,177.32962962962964,35,2.0,0,0,False,False,False,False,False,False
186,19.76261,138.85590272075584,50,10,130.4,177.32962962962964,35,2.2,0,0,False,False,False,False,False,False
187,19.86381,143.10631446319996,50,10,133.1,174.29835390946502,35,2.2,0,0,False,False,False,False,False,False
188,19.972551,145.51939031892084,50,10,136.0,174.29835390946502,40,2.8000000000000003,0,0,False,False,False,False,False,False
189,20.073489,149.59932234506593,50,10,138.9,170.88816872427986,40,2.5,0,0,False,False,False,False,False,False
190,20.182344,151.9947162001234,50,10,142.3,170.88816872427986,40,2.9000000000000004,0,0,False,False,False,False,False,False
191,20.284045,156.3021596340581,50,10,145.1,167.85689300411522,40,2.7,0,0,False,False,False,False,False,False
192,20.392376,158.75808091809319,50,10,148.5,167.85689300411522,25,3.0,0,0,False,False,False,False,False,False
193,20.493359,162.84799627047317,50,10,152.0,164.8256172839506,40,2.8000000000000003,0,0,False,False,False,False,False,False
194,20.602056,165.191375879459,50,10,154.70000000000002,164.8256172839506,50,3.0,0,0,False,False,False,False,False,False
195,20.704145,169.47113164370904,50,10,158.4,161.41543209876545,40,2.6,0,0,False,False,False,False,False,False
196,20.813347,171.7838783646794,50,10,161.4,161.41543209876545,25,3.0,0,0,False,False,False,False,False,False
197,20.914594,175.78602037070087,50,10,164.5,158.3841563786008,40,2.8000000000000003,0,0,False,False,False,False,False,False
198,21.022437,178.1177597887299,50,10,168.20000000000002,158.3841563786008,25,3.0,0,0,False,False,False,False,False,False
199,21.125644,181.805598891935,50,10,171.0,155.35288065843622,40,2.8000000000000003,0,0,False,False,False,False,False,False
200,21.231857,184.33075087303857,50,10,174.3,155.35288065843622,25,3.0,0,0,False,False,False,False,False,False
201,21.340552,187.49371115317567,50,10,177.70000000000002,151.94269547325104,40,2.8000000000000003,0,0,False,False,False,False,False,False
202,21.441825,191.38891749528113,50,10,180.20000000000002,151.94269547325104,40,2.9000000000000004,0,0,False,False,False,False,False,False
203,21.547198,193.52570265111999,50,10,183.70000000000002,148.91141975308642,25,3.1,0,0,False,False,False,False,False,False
204,21.653484,196.5560674888223,50,10,186.9,148.91141975308642,40,2.8000000000000003,0,0,False,False,False,False,False,False
205,21.757661,199.94512253811965,50,10,189.70000000000002,145.8801440329218,40,2.8000000000000003,0,0,False,False,False,False,False,False
206,21.866323,202.24586522871869,50,10,193.0,145.8801440329218,40,2.9000000000000004,0,0,False,False,False,False,False,False
207,21.968253,205.7800822599058,50,10,195.60000000000002,142.46995884773665,40,2.7,0,0,False,False,False,False,False,False
208,22.076,207.77634942848385,50,10,198.60000000000002,142.46995884773665,35,2.2,0,0,False,False,False,True,False,False
209,22.183172,210.89118755193874,50,10,200.70000000000002,139.438683127572,0,2.1,0,0,False,False,False,True,False,False
210,22.283417,213.76004375947085,50,10,201.0,139.438683127572,0,0.6000000000000001,0,0,False,False,False,True,False,False
211,22.388822,215.50823966477907,50,10,201.0,137.54413580246913,0,0.0,0,0,False,False,False,True,False,False
212,22.491867,218.26958608499095,50,10,201.0,137.54413580246913,0,0.0,0,0,False,False,False,True,False,False
213,22.597936,220.36062896195483,50,10,201.20000000000002,137.54413580246913,0,0.2,0,0,False,False,False,True,False,False
214,22.698585,223.1884596866156,50,10,201.0,137.54413580246913,0,0.0,0,0,False,False,False,True,False,False
215,22.80528,224.75093702669642,50,10,201.0,140.57541152263377,0,0.0,0,0,False,False,False,True,False,False
216,22.905944,227.43655222756126,50,10,201.0,140.57541152263377,0,0.0,0,0,False,False,False,True,False,False
217,23.010823,228.97770783567478,50,10,201.0,143.98559670781893,0,0.0,0,0,False,False,False,True,False,False
218,23.11471,231.16747578305183,50,10,201.20000000000002,143.98559670781893,0,0.0,0,0,False,False,False,True,False,False
219,23.219402,232.925585464148,50,10,201.0,147.01687242798354,10,25.700000000000003,0,0,False,False,False,False,False,False
220,23.33082,234.62778452972958,50,10,203.3,147.01687242798354,50,2.3000000000000003,0,0,False,False,False,False,False,False
221,23.432825,236.810928427918,50,10,103.80000000000001,150.42705761316873,50,2.8000000000000003,0,0,False,False,False,False,False,False
222,23.538245,238.0101783978181,50,10,209.70000000000002,150.42705761316873,50,2.9000000000000004,0,0,False,False,False,False,False,False
223,23.644241,239.57226089390727,50,10,213.3,153.45833333333334,50,3.0,0,0,False,False,False,False,False,False
224,23.748318,241.13206476813303,50,10,216.20000000000002,153.45833333333334,50,3.1,0,0,False,False,False,False,False,False
225,23.857453,242.294772303959,50,10,219.70000000000002,156.86851851851853,50,3.1,0,0,False,False,False,False,False,False
226,23.960377,243.74810663717582,50,10,223.20000000000002,156.86851851851853,50,3.1,0,0,False,False,False,False,False,False
227,24.065134,244.6496017955015,50,10,226.10000000000002,159.89979423868314,50,3.1,0,0,False,False,False,False,False,False
228,24.174358,245.6855665529376,50,10,229.8,159.89979423868314,50,3.1,0,0,False,False,False,False,False,False
229,24.275883,246.80738597650796,50,10,233.0,159.89979423868314,50,3.2,0,0,False,False,False,False,False,False
230,24.386268,247.3611127690934,50,10,236.0,159.89979423868314,50,3.1,0,0,False,False,False,False,False,False
231,24.486796,248.24257909375086,50,10,239.60000000000002,158.3841563786008,25,6.4,0,0,False,False,False,False,False,False
232,24.596588,248.66012503215967,50,10,242.60000000000002,158.3841563786008,35,2.6,0,0,False,False,False,False,False,False
233,24.698071,249.2805546473437,50,10,245.0,155.35288065843622,35,2.3000000000000003,0,0,False,False,False,False,False,False
234,24.805461,249.5241188895322,50,10,247.3,155.35288065843622,35,2.3000000000000003,0,0,False,False,False,False,False,False
235,24.906645,249.8418144056488,50,10,248.60000000000002,151.94269547325104,0,2.1,0,0,False,False,False,False,False,False
236,25.014549,249.94681961595128,50,10,248.5,151.94269547325104,0,1.4000000000000001,0,0,False,False,False,False,False,False
237,25.114573,249.99603045635075,50,10,248.5,148.91141975308642,0,0.0,0,0,False,False,False,False,False,False
238,25.223719,249.944358771172,50,10,248.60000000000002,148.91141975308642,0,0.2,0,0,False,False,False,False,False,False
239,25.326751,249.70622995952436,50,10,248.60000000000002,145.50123456790124,0,0.0,0,0,False,False,False,False,False,False
240,25.426817,249.42648632395498,50,10,248.5,145.50123456790124,0,0.0,0,0,False,False,False,False,False,False
241,25.530628,249.1372772584229,50,10,248.5,142.46995884773665,0,0.0,0,0,False,False,False,False,False,False
242,25.636688,248.65008090158233,50,10,248.5,142.46995884773665,0,0.0,0,0,False,False,False,False,False,False
243,25.737693,247.89830357749287,50,10,248.60000000000002,139.438683127572,0,0.0,0,0,False,False,False,False,False,False
244,25.844948,247.38359915692604,50,10,248.5,139.438683127572,0,0.0,0,0,False,False,False,False,False,False
245,25.948819,246.34195191052683,50,10,248.60000000000002,136.02849794238685,0,0.0,0,0,False,False,False,False,False,False
246,26.051402,245.62584917745897,50,10,248.5,136.02849794238685,10,51.2,0,0,False,False,False,False,False,False
247,26.160585,244.65534877015716,50,10,248.60000000000002,133.3761316872428,35,1.6,0,0,False,False,False,False,False,False
