,time,C position,C speed,C current max,F position,F speed,F current,F voltage err,F temp err,F motion,F overload,F backdrive,F parameter,F saturation,F fatal err
386,65.532129,269.77554177458813,70,10,203.5,65,4.9,0,0,False,False,False,False,False,False
387,65.692648,277.0420413846807,70,10,209.10000000000002,65,4.7,0,0,False,False,False,False,False,False
388,65.857422,284.2006499148861,70,10,214.20000000000002,65,4.6000000000000005,0,0,False,False,False,False,False,False
389,66.015436,290.8684474936667,70,10,219.0,65,4.6000000000000005,0,0,False,False,False,False,False,False
390,66.181201,297.54342079477334,70,10,224.5,65,4.6000000000000005,0,0,False,False,False,False,False,False
391,66.342468,303.71775951586744,70,10,229.5,65,4.6000000000000005,0,0,False,False,False,False,False,False
392,66.499963,309.46735555476283,70,10,234.5,65,4.6000000000000005,0,0,False,False,False,False,False,False
393,66.663609,315.0084984712754,70,10,239.8,65,4.7,0,0,False,False,False,False,False,False
394,66.828695,320.2186361983364,70,10,245.0,65,4.800000000000001,0,0,False,False,False,False,False,False
395,66.990776,325.0319412818136,70,10,250.10000000000002,65,4.800000000000001,0,0,False,False,False,False,False,False
396,67.155044,329.47537925368556,70,10,255.10000000000002,65,4.800000000000001,0,0,False,False,False,False,False,False
397,67.31118,333.33035845415634,70,10,260.3,65,4.800000000000001,0,0,False,False,False,False,False,False
398,67.475705,337.0087403495118,70,10,265.3,65,4.9,0,0,False,False,False,False,False,False
399,67.636495,340.12302466536187,70,10,270.2,65,4.9,0,0,False,False,False,False,False,False
400,67.796174,342.81307841480543,70,10,275.2,65,4.9,0,0,False,False,False,False,False,False
401,67.955295,345.0774369582199,70,10,280.2,65,5.0,0,0,False,False,False,False,False,False
402,68.115156,346.92820656879906,70,10,285.1,65,5.1000000000000005,0,0,False,False,False,False,False,False
403,68.275864,348.365572837082,70,10,290.0,65,5.2,0,0,False,False,False,False,False,False
404,68.434739,349.33843869823073,70,10,295.0,65,5.2,0,0,False,False,False,False,False,False
405,68.599553,349.8914947145329,70,10,299.90000000000003,65,5.300000000000001,0,0,False,False,False,False,False,False
406,68.759833,349.98121313316665,70,10,305.1,65,5.2,0,0,False,False,False,False,False,False
407,68.923995,349.6116124646593,70,10,310.0,65,5.300000000000001,0,0,False,False,False,False,False,False
408,69.088551,348.77500898515035,70,10,315.0,65,5.300000000000001,0,0,False,False,False,False,False,False
409,69.24763,347.52138601831405,70,10,313.6,65,5.300000000000001,0,0,False,False,False,False,False,False
410,69.416441,345.72964036586126,70,10,324.90000000000003,60,5.2,0,0,False,False,False,False,False,False
411,69.57535,343.609962145822,70,10,328.90000000000003,55,5.0,0,0,False,False,False,False,False,False
412,69.733866,341.04858507919784,70,10,332.0,55,6.4,0,0,False,False,False,False,False,False
413,69.893923,338.0796991108449,70,10,335.40000000000003,35,3.1,0,0,False,False,False,False,False,False
414,70.055305,334.62830887514474,70,10,337.40000000000003,35,2.8000000000000003,0,0,False,False,False,False,False,False
415,70.215111,330.8402652875433,70,10,339.90000000000003,35,2.6,0,0,False,False,False,False,False,False
416,70.375252,326.65598830352576,70,10,342.20000000000005,35,2.5,0,0,False,False,False,False,False,False
417,70.538977,321.9536832994643,70,10,344.8,35,2.5,0,0,False,False,False,False,False,False
418,70.697993,317.0171627795657,70,10,346.1,0,1.0,0,0,False,False,False,False,False,False
419,70.858433,311.7016595324242,70,10,346.6,35,2.2,0,0,False,False,False,False,False,False
420,71.024886,305.79544031481333,70,10,348.5,0,2.7,0,0,False,False,False,False,False,False
421,71.18131,299.8872164868028,70,10,348.40000000000003,0,0.9,0,0,False,False,False,False,False,False
422,71.341477,293.5665352369624,70,10,348.40000000000003,0,0.0,0,0,False,False,False,False,False,False
423,71.499963,287.05948330372473,70,10,348.40000000000003,0,0.0,0,0,False,False,False,False,False,False
424,71.66745,279.82277082582175,70,10,348.40000000000003,0,0.0,0,0,False,False,False,False,False,False
425,71.831577,272.4589408596094,70,10,348.40000000000003,0,0.0,0,0,False,False,False,False,False,False
426,71.991835,265.0420986379692,70,10,348.5,0,0.0,0,0,False,False,False,False,False,False
427,72.15138,257.3981678949099,70,10,348.5,0,0.0,0,0,False,False,False,False,False,False
428,72.314818,249.37220920931867,70,10,348.40000000000003,0,0.0,0,0,False,False,False,False,False,False
429,72.475152,241.29169125227344,70,10,348.5,0,0.0,0,0,False,False,False,False,False,False
430,72.639716,232.85904976751993,70,10,348.40000000000003,35,0.6000000000000001,0,0,False,False,False,False,False,False
431,72.792187,224.83405060471566,70,10,347.70000000000005,35,1.0,0,0,False,False,False,False,False,False
432,72.955297,216.27732766276114,70,10,345.1,35,1.8,0,0,False,False,False,False,False,False
433,73.116862,207.46310964021131,70,10,343.1,35,2.2,0,0,False,False,False,False,False,False
434,73.279251,198.72825573841462,70,10,340.20000000000005,35,2.3000000000000003,0,0,False,False,False,False,False,False
435,73.435282,190.17893056364076,70,10,338.20000000000005,35,2.5,0,0,False,False,False,False,False,False
436,73.594961,181.4462361380254,70,10,335.8,35,2.5,0,0,False,False,False,False,False,False
437,73.759704,172.35236672772055,70,10,333.40000000000003,35,2.6,0,0,False,False,False,False,False,False
438,73.924042,163.3960941189177,70,10,330.90000000000003,35,2.6,0,0,False,False,False,False,False,False
439,74.092551,153.99664808627443,70,10,328.8,25,2.6,0,0,False,False,False,False,False,False
440,74.255207,145.32811229392084,70,10,326.1,35,2.7,0,0,False,False,False,False,False,False
441,74.411401,136.82080142215221,70,10,323.6,25,3.6,0,0,False,False,False,False,False,False
442,74.567195,128.35192016192855,70,10,320.90000000000003,60,2.7,0,0,False,False,False,False,False,False
443,74.715209,120.49434011617437,70,10,317.90000000000003,40,3.6,0,0,False,False,False,False,False,False
444,74.864398,112.79186596476119,70,10,314.5,55,5.2,0,0,False,False,False,False,False,False
445,75.013949,105.14937064789795,70,10,311.3,40,3.6,0,0,False,False,False,False,False,False
446,75.162999,97.71351651315629,70,10,307.20000000000005,50,4.800000000000001,0,0,False,False,False,False,False,False
447,75.311528,90.47653713007546,70,10,303.40000000000003,65,6.0,0,0,False,False,False,False,False,False
448,75.46029,83.40651563739627,70,10,299.40000000000003,40,4.0,0,0,False,False,False,False,False,False
449,75.614998,76.51712587434675,70,10,294.90000000000003,55,5.5,0,0,False,False,False,False,False,False
450,75.771919,69.4721549079081,70,10,291.0,65,6.0,0,0,False,False,False,False,False,False
451,75.933054,62.633094842661336,70,10,287.2,50,4.5,0,0,False,False,False,False,False,False
452,76.099914,55.70714878701784,70,10,282.3,65,5.7,0,0,False,False,False,False,False,False
453,76.259847,49.4231266639822,70,10,278.0,65,5.7,0,0,False,False,False,False,False,False
454,76.419365,43.41590294268394,70,10,273.40000000000003,55,5.0,0,0,False,False,False,False,False,False
455,76.579959,37.78580549540317,70,10,268.40000000000003,65,5.7,0,0,False,False,False,False,False,False
456,76.7359,32.63332257337515,70,10,263.8,65,5.5,0,0,False,False,False,False,False,False
457,76.896792,27.757665401510593,70,10,258.90000000000003,60,5.4,0,0,False,False,False,False,False,False
458,77.055891,23.171914544895287,70,10,253.5,65,5.5,0,0,False,False,False,False,False,False
459,77.215242,18.994490368578056,70,10,248.5,65,5.300000000000001,0,0,False,False,False,False,False,False
460,77.371794,15.279466474640458,70,10,243.4,65,5.2,0,0,False,False,False,True,False,False
461,77.531349,11.887137063663602,70,10,239.10000000000002,40,1.9000000000000001,0,0,False,False,False,True,False,False
462,77.690885,8.93711735563926,70,10,233.60000000000002,35,2.5,0,0,False,False,False,True,False,False
463,77.851374,6.348224236593154,70,10,234.20000000000002,35,2.3000000000000003,0,0,False,False,False,True,False,False
464,78.016269,4.1642491519133955,70,10,233.3,0,2.0,0,0,False,False,False,True,False,False
465,78.17605,2.464765907719112,70,10,233.3,10,0.4,0,0,False,False,False,False,False,False
466,78.341042,1.179904697169917,70,10,232.20000000000002,50,2.5,0,0,False,False,False,False,False,False
467,78.507367,0.3609926276512283,70,10,125.2,65,4.800000000000001,0,0,False,False,False,False,False,False
468,78.667557,0.017014998508898316,70,10,222.9,65,5.0,0,0,False,False,False,False,False,False
469,78.831396,0.12624759616090842,70,10,218.0,65,5.0,0,0,False,False,False,False,False,False
470,78.989943,0.6612270287068043,70,10,213.0,65,5.0,0,0,False,False,False,False,False,False
471,79.148212,1.6374270746340471,70,10,208.10000000000002,65,5.0,0,0,False,False,False,False,False,False
472,79.307258,3.0471060234739014,70,10,203.0,65,5.0,0,0,False,False,False,False,False,False
473,79.468458,4.933743444964932,70,10,198.0,65,4.9,0,0,False,False,False,False,False,False
474,79.629009,7.221768043928137,70,10,192.9,65,4.9,0,0,False,False,False,False,False,False
475,79.78889,9.904379709270358,70,10,188.0,65,4.9,0,0,False,False,False,False,False,False
476,79.950055,13.118672278850596,70,10,183.0,65,4.9,0,0,False,False,False,False,False,False
477,80.110927,16.609415298865883,70,10,178.10000000000002,65,4.800000000000001,0,0,False,False,False,False,False,False
478,80.27178,20.570242264926264,70,10,173.20000000000002,65,4.7,0,0,False,False,False,False,False,False
479,80.428766,24.87802268130443,70,10,168.3,0,4.3,0,0,False,False,False,False,False,False
480,80.590455,29.585982863613964,70,10,168.20000000000002,40,2.7,0,0,False,False,False,False,False,False
481,80.754465,34.785363608967174,70,10,170.3,65,4.2,0,0,False,False,False,False,False,False
482,80.911334,40.16039277976128,70,10,175.20000000000002,0,4.2,0,0,False,False,False,False,False,False
483,81.076069,46.09720513649924,70,10,175.70000000000002,40,2.6,0,0,False,False,False,False,False,False
484,81.231957,52.06055034837148,70,10,173.8,65,4.2,0,0,False,False,False,False,False,False
485,81.392214,58.48233485240377,70,10,168.8,65,4.6000000000000005,0,0,False,False,False,False,False,False
486,81.54995,65.0707042320419,70,10,164.10000000000002,65,4.6000000000000005,0,0,False,False,False,False,False,False
487,81.707242,71.90589933878759,70,10,158.9,65,4.6000000000000005,0,0,False,False,False,False,False,False
488,81.871005,79.30442869330605,70,10,153.8,65,4.6000000000000005,0,0,False,False,False,False,False,False
489,82.033789,86.87862163482004,70,10,149.3,65,4.5,0,0,False,False,False,False,False,False
490,82.191215,94.55955995036771,70,10,143.6,65,4.5,0,0,False,False,False,False,False,False
491,82.343838,102.0685244360008,70,10,138.5,65,4.4,0,0,False,False,False,False,False,False
492,82.502483,110.10084305081858,70,10,133.8,65,4.4,0,0,False,False,False,False,False,False
493,82.667212,118.56569139364252,70,10,128.20000000000002,65,4.4,0,0,False,False,False,False,False,False
494,82.823846,126.81498604042591,70,10,72.2,65,4.4,0,0,False,False,False,False,False,False
495,82.983236,135.5504968725699,70,10,118.60000000000001,65,4.3,0,0,False,False,False,False,False,False
496,83.148547,144.2648771597851,70,10,112.9,65,4.3,0,0,False,False,False,False,False,False
497,83.309851,152.96185388161672,70,10,107.9,65,4.3,0,0,False,False,False,False,False,False
498,83.46874,161.70619480889928,70,10,102.9,65,4.3,0,0,False,False,False,False,False,False
499,83.627879,170.41256720316753,70,10,97.80000000000001,65,4.3,0,0,False,False,False,False,False,False
500,83.784205,179.0022599800008,70,10,92.7,65,4.3,0,0,False,False,False,False,False,False
501,83.944406,187.78069731940784,70,10,87.7,65,4.3,0,0,False,False,False,False,False,False
502,84.108845,196.76099948493948,70,10,82.7,65,4.3,0,0,False,False,False,False,False,False
503,84.270296,205.5441569417343,70,10,77.7,65,4.3,0,0,False,False,False,False,False,False
504,84.432403,214.26838521441994,70,10,72.8,65,4.3,0,0,False,False,False,False,False,False
505,84.593242,222.89652577672135,70,10,67.8,65,4.3,0,0,False,False,False,False,False,False
506,84.74957,231.06733552174654,70,10,62.7,65,4.3,0,0,False,False,False,False,False,False
507,84.91062,239.35303842813056,70,10,54.400000000000006,65,4.3,0,0,False,False,False,False,False,False
508,85.073556,247.57026132219954,70,10,52.6,65,4.3,0,0,False,False,False,False,False,False
509,85.236887,255.64494948509363,70,10,47.300000000000004,65,4.3,0,0,False,False,False,False,False,False
510,85.401379,263.60854387734224,70,10,42.300000000000004,65,4.3,0,0,False,False,False,False,False,False
511,85.564044,271.2155632770946,70,10,37.1,65,4.2,0,0,False,False,False,False,False,False
512,85.725387,278.4687740053596,70,10,32.1,65,4.2,0,0,False,False,False,False,False,False
513,85.888541,285.61813138911157,70,10,26.400000000000002,65,4.3,0,0,False,False,False,False,False,False
514,86.054696,292.4644306237375,70,10,22.200000000000003,65,4.3,0,0,False,False,False,False,False,False
515,86.223302,299.1738673638335,70,10,17.7,65,4.3,0,0,False,False,False,False,False,False
516,86.38886,305.4561826831249,70,10,12.0,65,4.4,0,0,False,False,False,False,False,False
517,86.547697,311.1084143178381,70,10,7.7,25,3.1,0,0,False,False,False,False,False,False
518,86.704354,316.31543865022184,70,10,823.8000000000001,35,2.0,0,0,False,False,False,False,False,False
519,86.86872,321.3952234631902,70,10,2.1,35,2.0,0,0,False,False,False,False,False,False
520,87.034571,326.19747829214316,70,10,1.6,0,0.7000000000000001,0,0,False,False,False,False,False,False
521,87.197852,330.5760586015008,70,10,1.5,0,0.0,0,0,False,False,False,False,False,False
522,87.363314,334.53810164976846,70,10,1.5,0,0.0,0,0,False,False,False,False,False,False
523,87.519656,337.8822733781724,70,10,820.7,0,0.0,0,0,False,False,False,False,False,False
524,87.681953,340.93420577351486,70,10,1.8,35,1.1,0,0,False,False,False,False,False,False
525,87.847841,343.6018778620932,70,10,2.5,35,1.1,0,0,False,False,False,False,False,False
526,88.008164,345.7238925662705,70,10,5.4,35,1.3,0,0,False,False,False,False,False,False
527,88.167583,347.44665776115835,70,10,7.4,35,1.5,0,0,False,False,False,False,False,False
528,88.32757,348.72677770047494,70,10,10.5,35,3.2,0,0,False,False,False,False,False,False
529,88.486872,349.56284180939673,70,10,11.200000000000001,10,0.9,0,0,False,False,False,False,False,False
530,88.646884,349.9629658252811,70,10,12.3,35,1.9000000000000001,0,0,False,False,False,False,False,False
531,88.803607,349.92751487206425,70,10,15.600000000000001,35,1.7000000000000002,0,0,False,False,False,False,False,False
532,88.959804,349.4667741860168,70,10,17.7,35,1.9000000000000001,0,0,False,False,False,False,False,False
533,89.117016,348.5885851539624,70,10,20.6,65,1.7000000000000002,0,0,False,False,False,False,False,False
534,89.274928,347.25221989672934,70,10,25.0,65,4.7,0,0,False,False,False,False,False,False
535,89.431952,345.5439410903315,70,10,17.2,65,4.4,0,0,False,False,False,False,False,False
536,89.583951,343.46442212028825,70,10,34.6,65,4.2,0,0,False,False,False,False,False,False
537,89.739885,340.945171056484,70,10,40.5,65,4.1000000000000005,0,0,False,False,False,False,False,False
538,89.903497,337.88922777007986,70,10,45.6,65,4.1000000000000005,0,0,False,False,False,False,False,False
539,90.062209,334.48561724670844,70,10,50.800000000000004,65,4.1000000000000005,0,0,False,False,False,False,False,False
540,90.219235,330.7437787127467,70,10,56.6,65,4.1000000000000005,0,0,False,False,False,False,False,False
541,90.380986,326.5011073279468,70,10,61.900000000000006,65,4.2,0,0,False,False,False,False,False,False
542,90.548185,321.71047132835264,70,10,66.4,65,4.2,0,0,False,False,False,False,False,False
543,90.707254,316.7399556072566,70,10,72.0,65,4.2,0,0,False,False,False,False,False,False
544,90.86726,311.37951221847095,70,10,76.9,65,4.2,0,0,False,False,False,False,False,False
545,91.023892,305.8141397967189,70,10,81.7,65,4.2,0,0,False,False,False,False,False,False
546,91.184503,299.814405616626,70,10,85.0,10,2.8000000000000003,0,0,False,False,False,False,False,False
547,91.343895,293.49162712897066,70,10,84.7,0,1.0,0,0,False,False,False,False,False,False
548,91.499936,287.001240315805,70,10,84.7,0,1.6,0,0,False,False,False,False,False,False
549,91.659454,280.15375821040254,70,10,84.7,15,0.6000000000000001,0,0,False,False,False,False,False,False
550,91.814913,273.151042766289,70,10,86.7,65,2.6,0,0,False,False,False,False,False,False
551,91.979893,265.5737187430618,70,10,90.9,60,4.1000000000000005,0,0,False,False,False,False,False,False
552,92.137458,258.10702897054415,70,10,96.4,65,4.5,0,0,False,False,False,False,False,False
553,92.303328,249.95396787408242,70,10,101.4,65,4.5,0,0,False,False,False,False,False,False
554,92.462278,241.98885070966935,70,10,55.300000000000004,65,4.4,0,0,False,False,False,False,False,False
555,92.619693,233.87020213324774,70,10,61.0,65,4.4,0,0,False,False,False,False,False,False
556,92.779808,225.5002256110472,70,10,66.10000000000001,65,4.4,0,0,False,False,False,False,False,False
557,92.940711,216.95668993711035,70,10,70.8,65,4.4,0,0,False,False,False,False,False,False
558,93.100644,208.45487012404257,70,10,127.60000000000001,65,4.5,0,0,False,False,False,False,False,False
559,93.259151,199.70490495788715,70,10,132.6,65,4.5,0,0,False,False,False,False,False,False
560,93.413358,191.3534080016907,70,10,137.4,65,4.5,0,0,False,False,False,False,False,False
561,93.571759,182.65745620796548,70,10,143.1,65,4.5,0,0,False,False,False,False,False,False
562,93.731425,173.95388729266895,70,10,148.1,65,4.5,0,0,False,False,False,False,False,False
563,93.891237,165.14202596467618,70,10,153.1,65,4.5,0,0,False,False,False,False,False,False
564,94.047238,156.5788332216547,70,10,158.4,65,4.4,0,0,False,False,False,False,False,False
565,94.210532,147.7452294830842,70,10,163.5,65,4.4,0,0,False,False,False,False,False,False
566,94.368969,139.0940807627225,70,10,168.4,65,4.4,0,0,False,False,False,False,False,False
567,94.527353,130.63855558654646,70,10,173.8,65,4.4,0,0,False,False,False,False,False,False
568,94.682918,122.42347908562616,70,10,178.8,65,4.4,0,0,False,False,False,False,False,False
569,94.844575,114.04206226148219,70,10,183.8,65,4.4,0,0,False,False,False,True,False,False
570,95.007719,105.70034245863135,70,10,188.9,65,4.4,0,0,False,False,False,True,False,False
571,95.1554,98.10476142634738,70,10,193.9,55,4.0,0,0,False,False,False,True,False,False
572,95.314846,90.54167819653723,70,10,197.8,35,2.3000000000000003,0,0,False,False,False,True,False,False
573,95.470015,83.130186804724,70,10,200.0,35,2.0,0,0,False,False,False,True,False,False
574,95.6296,75.80903905265897,70,10,203.0,65,3.5,0,0,False,False,False,False,False,False
575,95.785298,68.87206871919932,70,10,105.4,65,4.800000000000001,0,0,False,False,False,False,False,False
576,95.941401,62.157034677262004,70,10,213.10000000000002,65,4.7,0,0,False,False,False,False,False,False
577,96.098589,55.73454468776859,70,10,218.10000000000002,65,4.6000000000000005,0,0,False,False,False,False,False,False
578,96.260728,49.37753128870233,70,10,223.10000000000002,65,4.6000000000000005,0,0,False,False,False,False,False,False
579,96.419943,43.42094113473374,70,10,228.10000000000002,65,4.6000000000000005,0,0,False,False,False,False,False,False
580,96.575717,37.91201463643739,70,10,233.20000000000002,65,4.7,0,0,False,False,False,False,False,False
581,96.731929,32.7673098051815,70,10,238.20000000000002,65,4.7,0,0,False,False,False,False,False,False
582,96.891602,27.83023580702971,70,10,236.8,65,4.800000000000001,0,0,False,False,False,False,False,False
583,97.047214,23.381966689749277,70,10,248.20000000000002,65,4.800000000000001,0,0,False,False,False,False,False,False
584,97.208948,19.184804767633267,70,10,253.4,65,4.800000000000001,0,0,False,False,False,False,False,False
585,97.365275,15.405010036688907,70,10,258.40000000000003,65,4.800000000000001,0,0,False,False,False,False,False,False
586,97.524879,12.018337731096238,70,10,263.3,65,4.9,0,0,False,False,False,False,False,False
587,97.689651,8.93874782624411,70,10,268.40000000000003,65,4.9,0,0,False,False,False,False,False,False
588,97.846916,6.4239694631314705,70,10,273.40000000000003,65,4.9,0,0,False,False,False,False,False,False
589,98.007329,4.271929032379234,70,10,278.0,65,5.0,0,0,False,False,False,False,False,False
590,98.16811,2.539950768119837,70,10,283.1,65,5.1000000000000005,0,0,False,False,False,False,False,False
591,98.328389,1.2626987195815502,70,10,287.90000000000003,65,5.2,0,0,False,False,False,False,False,False
592,98.483955,0.44548105020621165,70,10,292.8,65,5.300000000000001,0,0,False,False,False,False,False,False
593,98.640324,0.04287094095994348,70,10,298.3,65,5.300000000000001,0,0,False,False,False,False,False,False
594,98.797642,0.06477793649600017,70,10,303.40000000000003,65,5.300000000000001,0,0,False,False,False,False,False,False
595,98.95673,0.5179071444843544,70,10,308.20000000000005,65,5.300000000000001,0,0,False,False,False,False,False,False
596,99.12105,1.445857407055371,70,10,314.0,65,5.300000000000001,0,0,False,False,False,False,False,False
597,99.278864,2.7624626789339004,70,10,318.70000000000005,65,5.4,0,0,False,False,False,False,False,False
598,99.440303,4.572706374639637,70,10,323.3,60,5.300000000000001,0,0,False,False,False,False,False,False
599,99.595529,6.714211474221287,70,10,328.40000000000003,50,4.7,0,0,False,False,False,False,False,False
600,99.751711,9.253685832366841,70,10,331.8,50,4.3,0,0,False,False,False,False,False,False
601,99.915002,12.348158727060394,70,10,334.8,35,3.0,0,0,False,False,False,False,False,False
602,100.075007,15.811560638983849,70,10,337.20000000000005,35,2.8000000000000003,0,0,False,False,False,False,False,False
603,100.241009,19.785880910693976,70,10,339.90000000000003,35,2.6,0,0,False,False,False,False,False,False
604,100.400185,24.052238329444634,70,10,341.8,35,2.6,0,0,False,False,False,False,False,False
605,100.563021,28.790906346258737,70,10,344.6,35,2.5,0,0,False,False,False,False,False,False
606,100.722794,33.79619754578732,70,10,339.20000000000005,10,1.7000000000000002,0,0,False,False,False,False,False,False
607,100.881795,39.18011761004979,70,10,346.70000000000005,35,2.6,0,0,False,False,False,False,False,False
608,101.038103,44.7681805208656,70,10,348.20000000000005,0,2.5,0,0,False,False,False,False,False,False
609,101.200885,50.80525376724468,70,10,348.20000000000005,0,0.8,0,0,False,False,False,False,False,False
610,101.359884,57.15760108936516,70,10,348.20000000000005,0,0.0,0,0,False,False,False,False,False,False
611,101.521097,63.85003472542682,70,10,348.20000000000005,0,0.0,0,0,False,False,False,False,False,False
612,101.680739,70.78274029913368,70,10,348.20000000000005,0,0.2,0,0,False,False,False,False,False,False
613,101.836222,77.77927766579391,70,10,348.1,0,0.0,0,0,False,False,False,False,False,False
614,101.992545,85.07432235352657,70,10,348.20000000000005,0,0.0,0,0,False,False,False,False,False,False
615,102.149259,92.5713257635144,70,10,348.20000000000005,0,0.0,0,0,False,False,False,False,False,False
616,102.316376,100.65352080142706,70,10,348.20000000000005,0,0.0,0,0,False,False,False,False,False,False
617,102.475194,108.7015925624046,70,10,348.20000000000005,10,0.0,0,0,False,False,False,False,False,False
618,102.640211,117.14095023247998,70,10,348.6,35,1.6,0,0,False,False,False,False,False,False
619,102.792105,125.17032364717629,70,10,347.0,35,1.2000000000000002,0,0,False,False,False,False,False,False
620,102.949397,133.48496418632465,70,10,344.5,35,1.9000000000000001,0,0,False,False,False,False,False,False
621,103.107308,141.94428287017774,70,10,342.3,35,2.2,0,0,False,False,False,False,False,False
622,103.264774,150.45642819138143,70,10,339.70000000000005,35,2.4000000000000004,0,0,False,False,False,False,False,False
623,103.433041,159.74132492499695,70,10,338.90000000000003,15,1.7000000000000002,0,0,False,False,False,False,False,False
624,103.593569,168.5728282745705,70,10,337.40000000000003,40,2.6,0,0,False,False,False,False,False,False
625,103.756429,177.4817828541534,70,10,334.8,35,2.6,0,0,False,False,False,False,False,False
626,103.919378,186.41179011675547,70,10,332.70000000000005,35,2.8000000000000003,0,0,False,False,False,False,False,False
627,104.075948,195.02281219909213,70,10,330.0,50,2.6,0,0,False,False,False,False,False,False
628,104.237139,203.6492320836926,70,10,327.5,35,2.8000000000000003,0,0,False,False,False,False,False,False
629,104.404369,212.81120797915406,70,10,324.5,25,3.9000000000000004,0,0,False,False,False,False,False,False
630,104.563448,221.22259188642252,70,10,322.3,35,2.8000000000000003,0,0,False,False,False,False,False,False
631,104.723451,229.68205451415773,70,10,318.6,40,3.7,0,0,False,False,False,False,False,False
632,104.884945,238.11728215353105,70,10,315.5,60,5.5,0,0,False,False,False,False,False,False
633,105.042633,246.01417098276812,70,10,312.20000000000005,40,3.7,0,0,False,False,False,False,False,False
634,105.203309,253.97133672266972,70,10,307.90000000000003,50,4.800000000000001,0,0,False,False,False,False,False,False
635,105.361313,261.6882177126997,70,10,304.1,65,5.9,0,0,False,False,False,False,False,False
636,105.518746,269.08855684909634,70,10,300.3,40,4.1000000000000005,0,0,False,False,False,False,False,False
637,105.679214,276.4129356485356,70,10,295.7,55,5.300000000000001,0,0,False,False,False,False,False,False
638,105.840981,283.5767156021648,70,10,292.1,65,5.800000000000001,0,0,False,False,False,False,False,False
639,105.996565,290.1319782348012,70,10,287.7,50,4.5,0,0,False,False,False,False,False,False
640,106.156712,296.60398784836,70,10,282.40000000000003,65,5.9,0,0,False,False,False,False,False,False
641,106.317903,302.77191618219064,70,10,278.7,65,5.6000000000000005,0,0,False,False,False,False,False,False
642,106.48042,308.7611086851844,70,10,273.90000000000003,55,5.1000000000000005,0,0,False,False,False,False,False,False
643,106.638952,314.14790893064816,70,10,269.40000000000003,65,5.7,0,0,False,False,False,False,False,False
644,106.795348,319.22795779953276,70,10,264.90000000000003,65,5.5,0,0,False,False,False,False,False,False
645,106.959691,324.17320668819775,70,10,260.0,65,5.5,0,0,False,False,False,False,False,False
646,107.119608,328.55668606751215,70,10,255.20000000000002,65,5.4,0,0,False,False,False,False,False,False
647,107.276483,332.528145674131,70,10,250.20000000000002,65,5.300000000000001,0,0,False,False,False,False,False,False
648,107.438942,336.18878980623225,70,10,245.20000000000002,65,5.2,0,0,False,False,False,False,False,False
649,107.595394,339.35123480022037,70,10,240.70000000000002,50,4.0,0,0,False,False,False,True,False,False
650,107.751824,342.09936819160566,70,10,237.5,35,2.6,0,0,False,False,False,True,False,False
651,107.907761,344.4541383915458,70,10,235.3,35,2.3000000000000003,0,0,False,False,False,True,False,False
652,108.072802,346.48627402829186,70,10,233.5,0,2.3000000000000003,0,0,False,False,False,True,False,False
653,108.229007,347.99783472803114,70,10,233.70000000000002,10,0.7000000000000001,0,0,False,False,False,False,False,False
654,108.390528,349.10702309554733,70,10,232.8,25,1.8,0,0,False,False,False,False,False,False
655,108.555131,349.7882487917468,70,10,229.0,65,4.6000000000000005,0,0,False,False,False,False,False,False
656,108.723845,349.9989201925298,70,10,224.20000000000002,65,4.9,0,0,False,False,False,False,False,False
657,108.881459,349.74882371900753,70,10,219.4,65,4.9,0,0,False,False,False,False,False,False
658,109.04842,349.0211902731586,70,10,214.5,65,5.0,0,0,False,False,False,False,False,False
659,109.205835,347.90650812307877,70,10,209.60000000000002,65,5.0,0,0,False,False,False,False,False,False
660,109.364235,346.35229861432265,70,10,204.5,65,5.0,0,0,False,False,False,False,False,False
661,109.515724,344.439794182069,70,10,199.4,65,4.9,0,0,False,False,False,False,False,False
662,109.675104,342.03843102251403,70,10,194.4,65,4.9,0,0,False,False,False,False,False,False
663,109.835275,339.2152962550607,70,10,188.70000000000002,65,4.9,0,0,False,False,False,False,False,False
664,110.000031,335.8764995006607,70,10,183.8,65,4.800000000000001,0,0,False,False,False,False,False,False
665,110.15555,332.2872335227366,70,10,179.4,65,4.800000000000001,0,0,False,False,False,False,False,False
666,110.316175,328.27103928316313,70,10,173.9,65,4.7,0,0,False,False,False,False,False,False
667,110.471979,323.89102289364877,70,10,169.3,0,4.1000000000000005,0,0,False,False,False,False,False,False
668,110.627799,319.22599613249076,70,10,169.3,40,2.7,0,0,False,False,False,False,False,False
669,110.789141,314.02909578748597,70,10,171.8,65,4.3,0,0,False,False,False,False,False,False
670,110.945465,308.6321257158403,70,10,176.70000000000002,65,4.4,0,0,False,False,False,False,False,False
671,111.102634,302.91289175691475,70,10,181.70000000000002,0,4.4,0,0,False,False,False,False,False,False
672,111.259621,296.8887696941449,70,10,182.8,35,2.6,0,0,False,False,False,False,False,False
673,111.416762,290.5535448013096,70,10,181.20000000000002,65,4.0,0,0,False,False,False,False,False,False
674,111.581938,283.5514042639288,70,10,176.4,65,4.5,0,0,False,False,False,False,False,False
675,111.744525,276.3974324012336,70,10,171.3,65,4.6000000000000005,0,0,False,False,False,False,False,False
676,111.908734,268.87703231720366,70,10,160.0,65,4.6000000000000005,0,0,False,False,False,False,False,False
